t_days,t_years,lambda_system_per_day,mtbf_system_days,R_turbine,Q_turbine
365.25,1.0,0.002183967231261054,457.882327942524,0.4503662982516767,0.5496337017483233
1095.75,3.0,0.002183967231261054,457.882327942524,0.0913477073724938,0.9086522926275062
1825.25,5.0,0.002183967231261054,457.882327942524,0.018568546299963705,0.9814314537000363
3650.5,9.99,0.002183967231261054,457.882327942524,0.00034479091169389576,0.9996552090883061
7305.0,20.0,0.002183967231261054,457.882327942524,1.1784676897468022e-07,0.999999882153231
